Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2023-05-19,148,2293.1697165885266,9743.299626638764,74.0,74,,,,0.8345605638876369,1.5747028647464902,0.25581994729441565,13702,,,,,11949788,182456
2023-05-20,130,2116.985003844728,7271.879427007785,32.0,32,,,,0.8257816179039964,1.574183320006326,0.25581994729441565,10417,,,,,9249231,
2023-05-21,172,2634.704073333886,9824.870422737707,58.0,58,,,,0.6795362906079147,1.5289819446989261,0.24170767608182536,14319,,,,,18414090,
2023-05-22,242,2599.863152668576,14341.06347568285,87.0,87,,,,0.787799013988759,1.5647904259420726,0.2780651601026257,20488,,,,,17797324,
2023-05-23,191,2552.4807590551177,9945.679535332636,37.0,37,,,,0.7494167402155093,1.5075306502531782,0.25581994729441565,14545,,,,,16681193,121018
2023-05-24,138,2246.936954975727,8634.195723360523,62.0,62,,,,0.7852477436489276,1.5259458008257012,0.2669425536985207,12212,,,,,11549686,
2023-05-25,207,2498.0028243071433,9917.089433472576,18.0,18,,,,0.42272421527971166,1.6300367506970153,0.2541910470594046,14772,,,,,15435266,242878
2023-05-26,314,2890.1988163980727,18923.853681602683,98.0,97,,,,0.6578555946976967,1.7640730943548144,0.2517363496028507,26569,,,,,22886842,
2023-05-27,150,2378.8974946295125,6798.169015735561,12.0,11,,,,0.670435586668952,2.4177675879009457,0.25581994729441565,10581,,,,,13878913,
2023-05-28,207,2501.629043111824,10311.915689121899,26.0,26,,,,0.5901340868851211,1.758872398281578,0.2557905718145787,15144,,,,,16057054,
2023-05-29,128,2324.9940180447365,8101.428644923641,62.0,62,,,,0.528785175857532,1.5878818127364753,0.25363437739568906,11785,,,,,12931484,
2023-05-30,70,2053.9928607782176,5767.918754912368,54.0,53,,,,0.4509755988805447,1.8899864513206919,0.25581994729441565,7856,,,,,8129128,
2023-05-31,259,2737.356212817598,14198.606638815108,56.0,56,,,,0.5059712242655179,1.6659360466005202,0.2669425536985207,20341,,,,,20231277,
2023-06-01,279,2755.7544081442584,13632.80814307652,47.0,46,,,,0.5522336691583598,1.9838440970373232,0.25581994729441565,19778,,,,,20554715,
2023-06-02,248,2671.8948176918725,14535.375056474297,73.0,73,,,,0.5911801696711331,1.7433913977382376,0.25581994729441565,20519,,,,,18078110,427310
2023-06-03,83,2594.136277291667,5633.495245457473,37.0,37,,,,0.5084594775584249,1.5909557538991916,0.25581994729441565,8819,,,,,17695940,
2023-06-04,286,2883.1845446205525,14064.395678704695,55.0,55,,,,0.601867367697122,1.6155520370242382,0.25581994729441565,20779,,,,,22416418,172950
2023-06-05,160,2265.3265955886204,12111.355461704863,116.0,116,,,,0.662901115916234,1.617182186878587,0.25581994729441565,16523,,,,,11863502,
2023-06-06,196,2355.3364641883054,10222.852950251132,37.0,37,,,,0.5155560303824636,1.6872878521538628,0.24325584725912014,14992,,,,,13189905,120577
2023-06-07,183,2341.4120044210963,10699.91792961217,64.0,64,,,,0.5300837278268009,1.6951573535905173,0.25581994729441565,15368,,,,,13222120,
2023-06-08,160,2130.9555455577274,7254.693967516345,23.0,23,,,,0.43464551206634494,1.5664506186626006,0.25581994729441565,11045,,,,,9496542,
2023-06-09,150,2329.822425458373,11044.153276471927,94.0,94,,,,0.6383926514842537,1.6157097163084493,0.25581994729441565,15237,,,,,13016958,
2023-06-10,129,2536.6808469331495,8448.680612596094,64.0,64,,,,0.6644479454006392,1.6580798567402737,0.25259327751013694,12357,,,,,16649585,
2023-06-11,4,1715.4239746458338,305.6604910698636,,,,,,0.522501740495196,1.1810720909234789,0.2669425536985207,615,,,,,2140642,
2023-06-12,116,2277.2398240888665,8920.08226591364,88.0,88,,,,0.6706624407776711,1.6126617159574625,0.25581994729441565,12367,,,,,12086119,
2023-06-13,91,2202.966443712272,6539.654929393715,54.0,54,,,,0.6821749002949211,1.5828046043901296,0.25581994729441565,9278,,,,,10771304,
2023-06-14,38,2718.7975302162345,1842.3902227434778,,,,,,0.5685091636602773,1.3225124132736314,0.2478741570481077,3314,,,,,19902742,
2023-06-15,240,2790.105375754984,12342.646673055651,56.0,56,,,,0.7237356492110507,1.6169115789159414,0.25119237826235485,17772,,,,,21165060,
2023-06-16,176,2434.0779732473975,9237.042769482186,36.0,36,,,,0.5324510479127175,1.6082207325602238,0.24859559129448602,13537,,,,,14862529,
2023-06-17,56,2113.936544631346,3776.7206152434132,29.0,29,,,,0.6353346294016772,1.5950196528533642,0.2891877665067308,5712,,,,,9195263,
2023-06-18,60,2034.3623868796153,4719.79909522909,41.0,41,,,,0.514426054862984,1.5974445159689676,0.25581994729441565,6782,,,,,7786612,
2023-06-19,130,2150.4446205951563,7046.529517196829,42.0,42,,,,0.6605975169982283,1.5981236685423996,0.25581994729441565,10145,,,,,9841543,
2023-06-20,68,2045.2760965847588,4880.697870084437,42.0,42,,,,0.6402333505005209,1.6456602542447516,0.25581994729441565,7091,,,,,7979810,
2023-06-21,185,2454.1252919383815,10150.298298307962,58.0,58,,,,0.7000518772598111,1.9005757620175074,0.25581994729441565,14769,,,,,15217413,
2023-06-22,88,2221.4538524429718,4326.851503611692,23.0,23,,,,0.6672730668293584,1.5592771005499209,0.25581994729441565,6413,,,,,11098577,
2023-06-23,135,2262.30989251238,7537.232956971602,36.0,35,,,,0.7390899747474999,2.014981503002279,0.2508783356838837,10891,,,,,11271219,240252
2023-06-24,248,2375.366901220963,13386.500583109235,72.0,72,,,,0.602759411070444,1.6395109459904742,0.25581994729441565,19358,,,,,13823204,
2023-06-25,326,3014.704855303411,16337.904628353934,49.0,49,,,,0.6336695956443187,1.4805939341333452,0.25581994729441565,24029,,,,,25141006,
2023-06-26,137,2314.633012774303,6058.128103814861,7.0,7,,,,0.42914187234450835,1.4910313989661772,0.25364120708502236,9171,,,,,12748068,
2023-06-27,129,2247.122169565753,9317.597327563568,83.0,83,,,,0.7175528994761315,1.6540186383380138,0.2669425536985207,12673,,,,,11552965,
2023-06-28,113,2111.8175674952436,9010.501544960616,85.0,85,,,,0.6130272055873243,1.580556820893344,0.25581994729441565,12309,,,,,9157518,
2023-06-29,281,2724.143709021554,14429.974683040591,52.0,52,,,,0.6332926071743727,2.383574570735614,0.26127586574971967,20937,,,,,17381123,1141583
2023-06-30,107,2323.001227525651,8603.040628478566,81.0,81,,,,0.5607916503132219,1.743080753418506,0.25301884387450796,11725,,,,,9856722,1326253
2023-07-01,133,2233.6868502857387,8824.899952467298,59.0,59,,,,0.5736255920337353,1.612962276522656,0.25581994729441565,12451,,,,,11315131,
2023-07-02,253,2669.514886260162,13490.794110399716,61.0,61,,,,0.5991658025780326,1.636568456478262,0.2519074717185188,19503,,,,,18444120,255549
2023-07-03,90,2356.3708695680725,7427.297450366012,72.0,72,,,,0.6494360150851304,1.687653287206519,0.25581994729441565,10133,,,,,11506205,864272
2023-07-04,74,2200.7531429113446,6484.255135082791,60.0,60,,,,0.7304208623484327,1.6883407036523952,0.2891877665067308,8696,,,,,7297088,1455612
2023-07-05,88,2041.7204470673412,7871.046421808071,73.0,73,,,,0.8058866097611026,1.7987660394841125,0.25581994729441565,10297,,,,,7916866,
2023-07-06,188,2319.237137886981,10765.677700061438,51.0,51,,,,0.6253013040700407,1.5934553168050973,0.25581994729441565,15345,,,,,12360448,202908
2023-07-07,120,2233.954036995169,5365.021984607517,60.0,51,,,,0.46173777776280434,2.55633384403986,0.2572102102629317,7700,,,,1698077,9348002,67724
2023-07-08,144,2308.1136740666443,10454.371843001134,83.0,79,,,,0.5369965836913565,1.785161491769229,0.2613701738772093,14518,,,,,12441079,
2023-07-09,74,2429.362042042947,6702.435510168246,59.0,59,,,,0.591997154150559,1.8285443402971198,0.25581994455492,8712,,,,,10331185,1897474
2023-07-10,101,2483.527113533847,8127.691092415786,77.0,76,,,,0.5153923759307185,1.9576542683881506,0.26012493592330754,11162,,,,,15731394,
2023-07-11,75,2022.7571370660182,6488.314471961213,62.0,62,,,,0.47902863750789637,1.6875564756347101,0.2669425536985207,8817,,,,,6205079,600433
2023-07-12,127,2183.565635927083,9443.910111968782,85.0,85,,,,0.4867392893551992,1.5916769941867246,0.25581994729441565,12862,,,,,10427863,
2023-07-13,124,2653.5112851075387,10046.478524321157,81.0,79,,,,0.8983808845472716,1.829998890658763,0.25581994729441565,13282,,,,,15004469,1579065
2023-07-14,124,2306.7785026062857,7865.958654863135,53.0,53,,,,0.5996992401940013,1.7133102698064937,0.24606528418118426,11283,,,,,10251028,1027300
2023-07-15,80,2176.2056107797935,5999.955101075968,44.0,44,,,,0.5737794572062455,1.8189260825999531,0.2718158337002735,8239,,,,,7358838,1277706
2023-07-16,87,2363.6465755416675,5686.219370058225,41.0,41,,,,0.46801062844170405,1.6668907120372525,0.25492769180529046,8568,,,,,13615724,
2023-07-17,81,2138.602162767071,6815.5586327735455,67.0,67,,,,0.4399164229050768,1.6305789122737218,0.255228531877888,9280,,,,,9236615,172481
2023-07-18,97,2126.3194948437504,8011.47037454068,78.0,78,,,,0.5009886351414049,1.6018843102850107,0.25581994729441565,10794,,,,,8193945,532566
2023-07-19,178,2419.144486589992,13624.449757117456,130.0,130,,,,0.646508397508664,1.6007881759560227,0.25581994729441565,18241,,,,,12927094,729160
2023-07-20,91,2137.678917999999,3533.2868611226822,69.0,69,,,,0.38798177319104965,1.5236211156421149,0.2615790672144389,5105,,,,2467488,6975776,
2023-07-21,276,2742.1178026006473,16131.398820934395,106.0,106,,,,0.6658853245755326,1.6913023542707364,0.25581994729441565,22876,,,,,20309224,
2023-07-22,158,2346.2180797110595,10083.235775849644,63.0,63,,,,0.6336178511426833,1.667168107392323,0.26056059662558406,14287,,,,,13305286,
2023-07-23,361,3053.2205567510696,21027.80358222703,112.0,112,,,,0.6690116811757807,1.823688163512126,0.25581994729441565,29683,,,,,23933054,798519
2023-07-24,106,2125.665903125,8311.156104288491,80.0,80,,,,0.5451359932540094,2.1208224031301732,0.25581994729441565,11449,,,,,9402900,
2023-07-25,100,2289.994450912551,7834.25015279291,70.0,70,,,,0.643818414808522,1.6194561885295478,0.25581994729441565,10758,,,,,10519507,782099
2023-07-26,42,1857.5556486535947,3578.325930631388,31.0,30,,,,0.4230851482643215,2.040791556598101,0.25469303008472177,4915,,,,,4646453,
2023-07-27,94,2027.8572107850148,7995.44822892466,81.0,81,,,,0.4690434169208919,1.5966065087080845,0.25581994729441565,10673,,,,,7659836,
2023-07-28,268,2694.6785422061816,12294.92250103057,20.0,20,,,,0.5911175015975915,1.7649729568852637,0.25581994729441565,18462,,,,,19475778,
2023-07-29,50,2285.3701461979163,3135.352036031541,16.0,16,,,,0.42646465896463254,1.5846771273514868,0.2626428364682827,5199,,,,,12230045,
2023-07-30,36,1979.6613078402772,1531.7495364941988,,,,,,0.4196070871828461,1.5163484208258573,0.2462479920387429,2872,,,,,6673692,63086
2023-07-31,206,2440.6124175451414,12538.491477969632,65.0,65,,,,0.6735610313463937,1.7333618820394725,0.25581994729441565,17549,,,,,14702222,119964
2023-08-01,75,2085.433748508454,6258.26880158457,61.0,60,,,,0.42429999403070934,1.9930295094541548,0.25581994729441565,8366,,,,,8251612,172510
2023-08-02,109,2200.585336539398,8585.71372991995,76.0,76,,,,0.4933413071824573,1.7077949899908864,0.25581994729441565,11552,,,,,10267346,135304
2023-08-03,79,2105.441851275329,5431.1323686895175,40.0,40,,,,0.4714385078470101,1.6059670917095492,0.25581994729441565,7703,,,,,8316758,317713
2023-08-04,174,2242.1201097717153,10279.102923943252,53.0,51,,,,0.7002703416164081,2.3818735905443273,0.25383180018443335,14366,,,,,11043260,182936
2023-08-05,55,2487.124718705318,3946.405312927942,25.0,25,,,,0.39670823188368315,1.7164760459550361,0.25581994729441565,6346,,,,,15801580,
2023-08-06,103,2052.4274284004523,7468.769588804787,58.0,58,,,,0.4784118306411109,1.5373914929032875,0.25581994729441565,10581,,,,,6296063,789928
2023-08-07,250,2392.085163604675,13771.885056252326,56.0,56,,,,0.6623513038041593,1.5561179413490087,0.25581994729441565,19665,,,,,14115688,
2023-08-08,140,2518.8183893363375,9361.660437882345,64.0,64,,,,0.5841056383299043,1.780951140377688,0.24878572587499198,12934,,,,,14286082,906086
2023-08-09,100,2240.6894237173487,8560.59164823261,81.0,81,,,,0.5806290487314358,1.6314419736765353,0.24090897680082443,11611,,,,,11417435,
2023-08-10,105,2191.691694122442,7085.651770218404,54.0,54,,,,0.585985461913524,1.7711349128533673,0.24831256981890618,9879,,,,,9866480,307723
2023-08-11,94,2160.126340845099,8030.650352064773,81.0,81,,,,0.684615414394257,1.6081282370437224,0.2669425536985207,10947,,,,,10011906,
2023-08-12,53,2128.2885963504905,3323.759276086606,20.0,20,,,,0.4440387358244006,1.7064548417934213,0.2891877665067308,4963,,,,,7736575,743967
2023-08-13,180,2435.2201717408543,9655.050575343495,42.0,42,,,,0.5234556531395077,1.7352767867539611,0.26477617512440843,14157,,,,,14882748,
2023-08-14,223,2588.641298286752,12389.843715320423,43.0,43,,,,0.496067760908347,1.7292853201238982,0.2485876080922456,17703,,,,,17565114,
2023-08-15,253,2736.738635465265,13012.896003828864,55.0,55,,,,0.6177923632143882,1.6890127058631448,0.24820049029796365,18579,,,,,17108328,1346921
2023-08-16,118,2208.1969019131943,9930.49902344237,101.0,101,,,,0.607768323757879,1.6991041515789485,0.25581994729441565,13207,,,,,10313739,240056
2023-08-17,37,1986.7084637034147,3000.0191678292986,27.0,27,,,,0.42177346846733427,1.6503487899371838,0.2891877665067308,4342,,,,,6943023,
2023-08-18,226,2771.1617214615962,9923.921342302878,21.0,21,,,,0.5046069673204032,1.4955951107898875,0.2436838813589259,15065,,,,,20829711,
2023-08-19,88,2000.4459002646793,6705.42655825618,61.0,61,,,,0.4740455162847938,1.6280073849553056,0.25581994729441565,9212,,,,,7171489,
2023-08-20,273,2607.8539014296643,13179.085057953938,41.0,41,,,,0.5544711091481379,1.548912738756584,0.2465334869109413,19386,,,,,17938777,
2023-08-21,64,1922.8519184252996,4673.138218868223,39.0,39,,,,0.42310278236456106,1.5559725371712008,0.2780651601026257,6489,,,,,5812610,
2023-08-22,66,1846.7932042486805,5108.620594980945,49.0,49,,,,0.4932759461911299,1.6310196578628005,0.2891877665067308,6816,,,,,4466190,
2023-08-23,123,2099.8329986822337,10464.506812458552,102.0,102,,,,0.49118095389682215,1.7654956274771254,0.2669425536985207,13814,,,,,8945597,
2023-08-24,206,2341.014364706483,15124.296725903981,130.0,130,,,,0.5875265855948604,1.8240809257904722,0.25581994729441565,20506,,,,,13215081,
2023-08-25,103,2242.6273833768646,9126.115030975303,87.0,87,,,,0.506457054982808,1.794841650517744,0.25581994729441565,11918,,,,,7515479,1688689
2023-08-26,114,2314.782048685342,9186.94408554725,84.0,84,,,,0.6482354697741641,1.5940625479155865,0.2503798089446797,12664,,,,,12745036,
2023-08-27,153,2656.868731408408,9656.044632137278,77.0,77,,,,0.7022050351143999,1.9129808237796968,0.24452253672012567,14027,,,,,17978957,361071
2023-08-28,106,2772.0392848613583,7745.36600935417,58.0,58,,,,0.5329093647384019,1.6059691822562217,0.2452281787959038,11407,,,,,19589994,547719
2023-08-29,86,2023.4901789668554,7292.154315292086,73.0,73,,,,0.4285674969990831,1.6136085185511202,0.2669425536985207,9718,,,,,7439294,67569
2023-08-30,129,2221.8940178131597,10691.062924990221,98.0,98,,,,0.4751544555520395,1.9172879873331437,0.25581994729441565,14255,,,,,9928516,486660
2023-08-31,114,2221.181871978426,8944.41153758666,79.0,79,,,,0.5512809362734357,1.7736477972115283,0.2780651601026257,12255,,,,,10566891,228321
2023-09-01,131,2224.941178493258,11602.078008596258,115.0,115,,,,0.5804834692668727,1.8245777749720273,0.25581994729441565,15218,,,,,8502523,1149070
2023-09-02,144,2404.330939271444,8938.415843904037,54.0,54,,,,0.5600709437987968,1.6552500953870388,0.24808961440336771,12933,,,,,14335934,
2023-09-03,171,2693.7904230327263,11794.308106914787,95.0,95,,,,0.66554419399334,1.5606016226472925,0.2522714650542174,16582,,,,,19460056,
2023-09-04,122,2340.7105014313374,8778.7420466008,79.0,79,,,,0.4602598553999132,1.6004558517828298,0.25581994729441565,12230,,,,,13209701,
2023-09-05,101,2223.718398783436,7233.306165881037,56.0,56,,,,0.4958001214614519,1.5883606395434222,0.25581994729441565,10261,,,,,11138662,
2023-09-06,55,1913.96672690625,4435.424669746484,42.0,42,,,,0.3991068278030424,1.590204899695374,0.2669425536985207,6094,,,,,5655321,
2023-09-07,54,2014.7639343994942,4375.300824845325,42.0,42,,,,0.6027142194830442,1.5489443044454312,0.24443963122630816,6108,,,,,7439672,
2023-09-08,92,2391.96417888905,4756.117942419508,15.0,15,,,,0.4774472174639196,1.4775984330328757,0.25581994729441565,7606,,,,,14117013,
2023-09-09,137,1988.6408358456163,6976.158900841316,13.0,13,,,,0.5351595408013206,1.6934981970680056,0.24820918800812314,11083,,,,,6977232,
2023-09-10,52,2017.9725383311595,4204.968772716238,43.0,43,,,,0.5571254920966783,1.560765914530816,0.3003103729108358,5845,,,,,7496472,
2023-09-11,121,2247.4825999175328,9858.087559881755,96.0,96,,,,0.5031091839642412,1.633101259903779,0.24939107955411455,13461,,,,,11558472,
2023-09-12,72,1988.152920722429,6387.073932523212,64.0,64,,,,0.5501459067322013,1.6688186244916228,0.25581994729441565,8607,,,,,6968594,
2023-09-13,110,2249.0863935680422,7156.324008658966,51.0,51,,,,0.5546458448714247,1.6572558906664834,0.2531302786292485,10237,,,,,11569447,
2023-09-14,188,2376.174637928293,10982.049400598786,54.0,54,,,,0.6138743097684667,1.7144804605851347,0.2451596757622486,15732,,,,,13425692,172010
2023-09-15,207,2605.7034087473003,11927.478244408836,54.0,46,,,,0.5627330526663178,2.92236347834952,0.25581994729441565,16986,,,,,16502924,405159
2023-09-16,45,2158.7272559114235,2041.925874018573,2.0,2,,,,0.4906262158932882,2.3733660826381375,0.2490262237328567,3541,,,,,9548292,191935
2023-09-17,32,1994.730609559529,1384.4512214691852,,,,,,0.4105427425864578,1.264728340131877,0.24955967734565385,3098,,,,,7085034,
2023-09-18,107,2193.038289857116,6618.226700626579,41.0,41,,,,0.5553619876416395,1.675979092352492,0.2525683661596954,9305,,,,,10045443,240036
2023-09-19,80,1976.3097892922283,6680.6314233127805,64.0,64,,,,0.5167525221147568,1.583970461904702,0.25581994729441565,9202,,,,,6481418,120473
2023-09-20,4,1861.3802913333336,358.7405373696456,,,,,,0.38211402860709015,1.275278558080223,0.25581994729441565,968,,,,,4724416,
2023-09-21,179,2326.4164367979934,10145.355342508501,43.0,43,,,,0.45558486945011584,1.639227159513897,0.2669425536985207,14472,,,,,12952418,
2023-09-22,185,2470.253959089273,10495.148770646438,70.0,70,,,,0.5355926488816737,1.5900773416314258,0.2534119148370135,15174,,,,,15502928,
2023-09-23,165,2318.4527259346514,8862.280290313853,41.0,40,,,,0.5263379366161715,2.5749476331898613,0.25581994729441565,13380,,,,,12229781,255654
2023-09-24,150,2440.7443451408853,8793.349993090327,57.0,57,,,,0.5236088985795526,1.7388277158799639,0.25581994729441565,12998,,,,,14980316,
2023-09-25,89,1992.0399239520498,5306.250925289514,31.0,31,,,,0.48653865188516515,1.5135104296763577,0.25581994729441565,7663,,,,,7037402,
2023-09-26,79,2052.847666791666,6460.678619118644,63.0,63,,,,0.46998316887419905,1.5983933929337204,0.248499386727804,8805,,,,,8113844,
2023-09-27,104,2126.0107762297253,6604.423620963993,43.0,43,,,,0.4703262908286845,1.6953568745925953,0.26130396563529446,9147,,,,,9409007,
2023-09-28,120,2358.6336569697432,6038.304308250461,23.0,23,,,,0.5516683764066772,1.720274223765225,0.2540918894358022,8770,,,,,12426529,480174
2023-09-29,118,2166.716438694444,9480.47558498606,93.0,93,,,,0.5658028823312276,1.6146831139533047,0.25581994729441565,12999,,,,,9974576,67640
2023-09-30,123,2576.7445694511116,8067.68699156478,58.0,56,,,,0.6223303589957404,1.7952935789815003,0.24941220676602244,11669,,,,,17365828,
2023-10-01,257,2756.9593237509353,13331.545815846433,48.0,48,,,,0.5776615731908897,1.7097768950933079,0.24813707796618809,19599,,,,,20576845,
2023-10-02,91,2349.419926484299,7156.55907517864,63.0,63,,,,0.4855541197397495,1.6018619097619662,0.25581994729441565,9902,,,,,12748250,268624
2023-10-03,116,2253.1008089599536,9147.632326228426,78.0,78,,,,0.46604530447072373,1.75114092727575,0.25581994729441565,12487,,,,,11657755,
2023-10-04,148,2393.9986312750334,9323.592981207525,50.0,50,,,,0.4953951317147563,1.752424839198953,0.24948775216761415,13363,,,,,13877954,120008
2023-10-05,95,2149.210177318043,7684.175248897256,65.0,65,,,,0.6127347407789,1.7604273136375317,0.25581994729441565,10123,,,,,5791546,1749654
2023-10-06,126,2159.446825056094,8022.8499941192595,60.0,60,,,,0.6209460489184778,1.6336446676438312,0.2512874699792979,11038,,,,,9605618,172480
2023-10-07,91,2127.5422266104392,6447.8471223242,45.0,45,,,,0.5439309911565903,1.7954908966627439,0.25581994729441565,9196,,,,,8094366,561096
2023-10-08,55,1990.5373594262935,4047.865053451895,31.0,31,,,,0.4190728068462774,1.665609747440079,0.24964535723331674,5861,,,,,7010804,
2023-10-09,172,2332.8689567284882,10314.359883477566,41.0,41,,,,0.4719503036200055,1.8216423273957976,0.24136684663731778,14545,,,,,12094616,406315
2023-10-10,201,2313.8426847616242,11520.608306061633,42.0,42,,,,0.5372564355861108,1.790216787770343,0.25581994729441565,16541,,,,,11357366,600717
2023-10-11,205,2318.4540591841205,12217.179036261736,65.0,65,,,,0.4611467053384736,2.0122372335820273,0.26273234584236327,17273,,,,,12576211,104069
2023-10-12,95,2418.821430136358,8382.207275849849,71.0,71,,,,0.5599472139152989,1.8338170098830333,0.25581994729441565,10882,,,,,8595502,2573785
2023-10-13,96,2287.5943703069065,8444.696343350517,80.0,80,,,,0.49944063558783197,1.7152290765232656,0.2780651601026257,11311,,,,,12061116,
2023-10-14,57,2699.492121047025,4320.705052764477,41.0,41,,,,0.5670183526629056,1.6026025193358762,0.2891877665067308,6057,,,,,19560990,
2023-10-15,234,2594.307553156599,13081.399020455332,58.0,58,,,,0.6462352213796619,1.6247085903067522,0.2669425536985207,18731,,,,,17698973,
2023-10-16,113,2517.9573626666665,9893.44925013691,98.0,98,,,,0.583913041139213,1.752278149270009,0.25581992733157316,13664,,,,,16347392,
2023-10-17,163,2302.0883181516456,10429.727489537405,76.0,76,,,,0.8166767819917242,1.6423872896883909,0.25581994729441565,14447,,,,,12525998,
2023-10-18,37,1969.8121030312498,3084.002339838436,25.0,25,,,,0.35041476813622346,1.6928495412610625,0.25581994729441565,4267,,,,,6643917,
2023-10-19,109,2205.6083689390593,9633.27195385695,91.0,91,,,,0.6525989490148668,1.7284164353541491,0.24934408696646523,12778,,,,,10699372,
2023-10-20,254,2464.842375245515,13389.274535890752,59.0,59,,,,0.5122611932873826,1.8084422714451842,0.25581994729441565,19276,,,,,15406173,
2023-10-21,58,2218.4731913295777,4238.165055279609,30.0,30,,,,0.41369784720363034,1.661107467118752,0.24345079503719122,6332,,,,,11045810,
2023-10-22,94,2409.8572124270836,6249.0191467622035,50.0,50,,,,0.3767745858424497,1.444920845924816,0.24975593286873535,9068,,,,,13055276,601491
2023-10-23,95,2294.3950711821667,8082.08759607997,74.0,74,,,,0.48385703541500485,1.6850884234221364,0.25581994729441565,10768,,,,,12095515,67867
2023-10-24,185,2382.453551144489,12023.88706295526,93.0,93,,,,0.6485518957031805,1.651964953634052,0.25581994729441565,16863,,,,,13791875,67569
2023-10-25,80,2074.5260898122506,5929.757652328759,50.0,50,,,,0.5140621757044372,1.6651201688705184,0.25581994729441565,8503,,,,,8497603,
2023-10-26,60,1994.4808216250003,5075.595474584787,48.0,48,,,,0.5233783354971608,1.6326106409856465,0.2669425536985207,6896,,,,,7080612,
2023-10-27,134,2190.8565654731287,8564.554266439609,60.0,60,,,,0.6739652510642249,1.6425106845335808,0.2669425536985207,11966,,,,,10116670,192104
2023-10-28,133,2817.567170023385,9624.139148561675,77.0,77,,,,0.601218612852698,1.6090289188500908,0.2669425536985207,13974,,,,,21651201,
2023-10-29,52,2176.4016569946384,4903.798705719722,50.0,50,,,,0.5427551003060351,1.665116851832872,0.25581994729441565,6910,,,,,8715022,172553
2023-10-30,67,1853.0543146878379,6069.892867716766,60.0,59,,,,0.48839820888670815,2.619261455808826,0.2669425536985207,8213,,,,,4097535,202818
2023-10-31,78,2008.8208382007804,7014.380127959158,71.0,71,,,,0.4659690858295213,1.6132983495197055,0.2673503635199415,9322,,,,,4665350,1164266
2023-11-01,106,2073.714778290391,8735.49078613826,80.0,80,,,,0.6595581788164335,1.6593914099511073,0.2576463456661466,12046,,,,,8483242,
2023-11-02,6,1775.2991481770835,383.95093800973484,,,,,,0.3605393596499411,1.092197809014335,0.25581994729441565,878,,,,,3200575,
2023-11-03,35,1997.6223768229163,2602.5983939770003,26.0,26,,,,0.39888611620838016,1.3275999657596773,0.25349754873598945,4012,,,,,7136225,
2023-11-04,62,2071.8397671395437,4125.507516802032,29.0,29,,,,0.7820196070811201,1.6124621748949775,0.25084703412526294,6112,,,,,8414405,
2023-11-05,119,2555.4592797875953,8604.857606511092,73.0,66,,,,0.507308082921932,2.427374482095567,0.2524808802955819,12450,,,,,17003645,
2023-11-06,99,2217.1189360085955,8144.298222346752,78.0,78,,,,0.5457950756331578,1.7017508012865084,0.2669425536985207,11176,,,,,9507074,660954
2023-11-07,216,2579.347223097615,11004.40818266056,31.0,31,,,,0.5583827725182148,1.7011610614801524,0.24935422783953598,16089,,,,,16453640,427761
2023-11-08,89,2022.804855518271,5683.530109700516,37.0,37,,,,0.4706559407307094,1.6498766318116176,0.24798918684278276,8210,,,,,7269899,135175
2023-11-09,142,2596.6000233015966,9344.025878476219,64.0,64,,,,0.6684234614669256,1.6078425279061839,0.25581994729441565,13313,,,,,16374541,595613
2023-11-10,101,2358.559551114651,6608.9859359591455,45.0,45,,,,0.6402113838110013,1.6615989645185807,0.26355350022809515,9674,,,,,13370194,67842
2023-11-11,90,2119.515014438244,5690.727604895012,40.0,40,,,,0.5260993528430715,1.7663265947708446,0.25581994729441565,8564,,,,,9294016,
2023-11-12,4,1738.4348111041668,302.3290457675333,,,,,,0.35210011555895665,0.5240517793313371,0.2707693213724468,664,,,,,2393032,67614
2023-11-13,96,2050.3103441454364,7767.382269468833,80.0,80,,,,0.4463443649691628,1.6112724042500968,0.25174533340504723,10539,,,,,8065012,
2023-11-14,86,2075.9815005800606,6250.561062888906,54.0,54,,,,0.5301552868711676,1.7096789503828436,0.26669409402279237,8703,,,,,8523368,
2023-11-15,119,2055.6414895564762,8443.914186180209,68.0,68,,,,0.45623396590605403,1.6330542252976437,0.2780651601026257,11501,,,,,8163303,
2023-11-16,126,2471.036189835816,8161.517054404604,63.0,52,,,,0.5042391836494723,2.56252898568114,0.2486695494332606,11556,,,,,15205122,135989
2023-11-17,132,2338.5374707034025,8447.595530264605,58.0,58,,,,0.6370487182158032,1.6726691628689065,0.2780651601026257,11790,,,,,10221496,1287094
2023-11-18,44,2463.6493470227956,3360.0669765369985,29.0,29,,,,0.6644628937977735,1.8059064880589677,0.32509202048553887,4760,,,,,14426077,406133
2023-11-19,54,2134.825927637556,2406.350380645818,1.0,1,,,,0.4871839582529387,1.4716929529168292,0.25756488996858584,4080,,,,,9565055,
2023-11-20,54,1983.3758168854167,4039.9809195989096,41.0,41,,,,0.4451210441511044,1.5310384160385482,0.27595778774688673,5767,,,,,6884027,
